,text,source
1363,ใครเคยเจอ บ.ซมโปะ โทรมาแจ้ง ปิดจบประกันปีสุดท้ายที่พ่วงมากับบัตรเครดิต บ้าง,pantip
1364,"มาแบบเดียวกับ 9 สิงห์โบรคเกอร์ เลย คำพูดเดียวกัน วิธีทำงานเหมือนกัน หลอกขายประกัน และตัดเงินในบัตรเครดิต โดยใช้คำพูดว่า ""ไม่ทำไม่ได้ ไม่ได้มาเสนอขาย แต่มาแจ้งปิดจบเป็นปีสุดท้าย และหลังจากนี้ จะไม่มีโทรมาอีกแล้ว""โทรไปยกเลิก ก้รับเรื่อง และบอกว่า ฝ่ายขายจะติดต่อกลับมา ตอนนี้รอออออ ให้ติดต่อกลับแต่ถ้าติดต่อกลับมา ก้คงจะพูดคำพูดเดิมๆรับมือยังไงดี เราต้องการเงินที่นางตัดยอดบัตรเครดิตเราไป",pantip
1365,ต่อประกันรถกับบริษัทตัวแทนประกันชื่อดังโฆษณาเยอะเจ้าหนึ่ง แล้วเกิดปัญหา,pantip
1366,เรื่องของเรื่องมีอยู่ว่าเราต่อประกันกับบริษัทตัวแทนประกันเจ้าหนึ่ง ซึ่งเสนอเบี้ยมาค่อนข้างถูกหลังจากตกลงราคากันเรียบร้อยแล้ว เราก็ตัดสินใจทำสัญญาต่อประกันตามใบเสนอราคา โดยกำหนดว่า สามารถแบ่งจ่ายได้ 0% 10 เดือนซึ่งเราจ่ายงวดแรกไปเรียบร้อยผ่านไปประมาณ 2 สัปดาห์ บริษัทตัวแทนโทรมาบอกว่า รถเรามีแจ้งเคลมไว้ซึ่งก่อนจะเสนอราคาทางตัวแทนประกันไม่ได้ถามอะไรเกี่ยวกับการเคลมเลย แต่เรามีแจ้งเคลมไว้กับบริษัทประกัน แต่ยังไม่ได้ไปเคลมเพราะเห็นว่าแค่สีถลอกนิดหน่อยเดี๋ยวมีเวลาค่อยไปเคลม แต่มีใบเคลมถือไว้กับตัว และไม่ได้ตั้งใจที่จะปิดบังเพราะคิดว่าปรกติบริษัทตัวแทนประกันจะเช็คกับทางบริษัทประกันก่อนเสนอราคาบริษัทตัวแทนประกันแจ้งว่าเรามีแจ้งเคลมทำให้เราต้องจ่ายค่าเบี้ยเพิ่มขึ้น 20% จากเดิมที่อยากทราบคือแบบนี้เป็นเพื่อนๆ จะจ่ายเพิ่มกันหรือไม่ครับ หรือมีความคิดเห็นอย่างไรบ้างส่วนตัวคิดว่ารู้สึกไม่ค่อยดีนัก เพราะก่อนหน้าก็ทำมากับหลายๆ ตัวแทน ถ้ามีเคลมหรืออะไรเค้าจะแจ้งก่อนเสนอราคามาเลยหรือเราพลาดอะไรไปบ้างครับ ขอความเห็นจากเพื่อนๆ หน่อยว่ามีประสพการณ์อะไรแบบนี้กันบ้างหรือไม่ แล้วแก้ปัญหากันอย่างไรครับ,pantip
1367,เลิกพรบ.แล้ว เบิกอุบัติเหตุส่วนบุคคลได้ไหม,pantip
1368,ประสบอุบัติเหตุ จยย. เบิก พรบ.แล้ว สามารถเบิก ประกันอุบัติเหตุส่วนบุคคลได้ไหม,pantip
1369,พอดีจะซื้อ PSU คอมพิวเตอร์ มือ2ครับ ประกันSCANNER คืออะไรเหรอครับ (ผมไม่ทราบจริงๆ),pantip
1370,ประกันSCANNERนี่เวลามีปัญหาแล้วเรื่องเคลม จะเคลมยังไงเหรอครับผมจะซื้อทางร้านเขียนระบุไว้ว่า ประกันScanner10-2031,pantip
1371,ยกเลิกประกัน ชับป์สามัคคี,pantip
1372,อยากทราบว่า ทางบริษัทส่ง sms มาแจ้งแบบนี่ ถือเป็นการยกเลิกไหมค่ะ ? แล้วกรมธรรม์ต้องส่งคืนกลับ บริษัทเลยไหมค่ะ ยกเลิกไปตั้งแต่วัน ที่9 มิถุนายน 2566 วันนี้วันที่ 16 มิถุนายน 2566 พึ่งจะได้รับเล่มกรมธรรม์ค่ะ,pantip
1373,ใครรู้จักบริษัทประกันชื่อ Sunday บ้าง,pantip
1374,ใครรู้จักบริษัทประกันชื่อSundayบ้างคะเห็นโฆษณามาซักพักนึงละบริษัทเค้าดูทันสมัยดีกำลังดูตัวIPDอยู่ค่ะมีหลายแผนให้เลือกดีแต่ไม่ค่อยมีรีวิวเลยมีใครเคยใช้หรือกำลังใช้อยู่แนะนำหน่อยค่า,pantip
1375,เริ่มซื้อประกันชีวิตครั้งแรก,pantip
1376,ขอคำแนะนำการซื้อประกันขีวิตหรือประกันอุบัติเหตุหน่อยครับ ว่าควรจะซื้อแบบไหนอะไรยังไงดี ประกันชีวิตค่ายไหนหรือควรมีอะไรบ้าง ตอนนี้ไม่มีประกันอะไรเลยนอกจากประกันสังคม,pantip
1377,ขายประกันแล้วลาออกไม่ได้หรอคะ,pantip
1378,ใครเคยขายประกันบ้าง คือเราเคยขายประกัน พอลาออกแล้วมีปัญหากับในทีม คืองงมาก คือขายแล้วลาออกไม่ได้หรอ,pantip
1379,อยากทราบเงื่อนไขข้อยกเว้นประกันสุขภาพ กรมธรรม์จะสามารถให้ความคุ้มครองได้ตามสิทธิเหลืออยู่จริงไหม,pantip
1380,"เงื่อนไขกรมธรรม์UI10 Any treatment of high blood pressure and its complications such as heart vessel disease, cerebrovascular accident (CVA) include brain damage from CVA, renal failure, any related conditionกรมธรรม์จะไม่คุ้มครองโรคความดันโลหิตสูงและอาการแทรกซ้อน เช่น โรคหลอดเลือดหัวใจ โรคหลอดเลือดสมองแตก ตีบตันรวมถึงสภาวะอันตรายต่อสมอง ภาวะไตวายและอื่นๆที่เกี่ยวข้องขออนุญาตสอบถามประสบการณ์คนที่ได้รับสลักหลังแจ้งโรคที่ยกเว้น อยากทราบว่าความคุ้มครองของกรมธรรม์ที่จะสามารถคุ้มครองสุขภาพ สามารถชดเชยได้อยู่ไหม",pantip
1381,จะยกเลิก ประกาศภัย Chubb,pantip
1382,เมื่อ 2-3 วันก่อนครับมีพนักงานโทรมาสอบถามเกี่ยวกับการยกเลิกประกันผมได้ทำการยืนยันการยกเลิกประกันไปแล้วและมีการบันทึกเสียงเป็นหลักฐานในการยกเลิกแต่มาวันนี้อยู่ๆก็มีข้อความขอขอบคุณที่สมัครประกัน มันคืออะไรครับผมไม่เข้าใจเลยทั้งๆที่ขอยกเลิกแต่ยังมีข้อความสมัครประกันเข้าอยู่เลย#เพื่อนๆคนไหนโดนเหมือนผมบ้างครับ,pantip
1383,ยกเลิกประกันรถยนต์ TQM ทำยังไงครับ,pantip
1384,โดนโทรมาขายประกันรถยนต์ ตอนนี้จ่ายงวดแรกไปแล้วด้วย ตอนนี้กำลังจะขายรถยนต์ จะทำการยกเลิกได้ไหมครับ ต้องชำระอีก 4 งวด ประกันตัวเก่าจะหมดช่วง เดือนกันยายน 2565,pantip
1385,เคลมประกัน มอเตอร์ไซค์ มีประกันสมัครใจ,pantip
1386,1 . เคลมได้หลังหัก พรบ. แล้ว เท่านั้น หรือไม่?ถ้าใช่ แปลว่า ความเสียหายหนักมาก จึงคุ้ม ถูกไหม?หรือ แยกกัน พรบ. กับ ประกันเสริม2. เท่าที่หา ไม่มีแบบ ซ่อมรถตัวเอง(มอเตอร์ไซค์ครอบครัว) หรือมีแต่ไม่เห็น 3. ประกันมอเตอร์ หรือ อุบัติเหตุ ส่วนใหญ่ จ่ายหลัง พรบ. ถูกไหม? หาข้อมูลไม่ได้เลยมีแต่ ข้อเสนอ แต่เงื่อนไขการเคลม หาไม่เจอเท่าที่ เข้าใจ ประกันอุบัติเหตุจะจ่าย หลัง พรบ. แล้วเท่านั้น เข้าใจถูกใช่ไหม?,pantip
1387,การชำระเบี้ย AIA,pantip
1388,เงินในบัญชีมีแล้ว แต่ AIA ไม่หักค่าประกัน แล้วขึ้นใน AIA iService ว่ามีกรมธรรม์เกินกำหนด ต้องทำยังไงคะ ติดต่อเบอร์ก็ไม่เข้าหา call center ซักทีค่ะ,pantip
1389,ยกเลิกประกันบริษัท chubb ยากมาก !,pantip
1390,เมื่อวันที่ 2 มิถุนายน ที่ผ่านมา มีตัวแทนโทรมาขายประกันเราคิดว่าเป็นตัวแทนของบริษัท chubb โดยตรง แต่สรุปแล้วไม่ใช่เลยอยากยกเลิกประกันโทรไปทำเรื่องยกเลิกภายในวันนั้น จนตอนนี้ผ่านมาเป็นอาทิตย์แล้วยังไม่มีอะไรคืบหน้าเลยค่ะ  แย่มากๆ เจ้าหน้าที่ไม่ติดต่อกลับมาสักที มีแค่บอกว่ารับเรื่องไว้ แบบนี้จะมีโอกาสได้ยกเลิกไหมคะ ? ส่วนตัวกรมธรรม์เราก็ยังไม่ได้กดยืนยันรับทราบ (ส่งมาทางเมล) ส่งข้อความมาทวงให้กดอีก  ตอนนี้กังวลมากแถมยังเสียค่าโทรศัพท์ที่ต้องคอยโทรตามความคืบหน้าอีกต่างหาก รู้สึกไม่โอเคเลยค่ะ   แก้ไขข้อความเมื่อ,pantip
1391,แชร์ประสบการณ์ยกเลิกกรมธรรม์ประกันภัยของFWDที่เผลอทำกับตัวแทนSCBผ่านการโทรมาเสนอขายทางโทรศัพท์,pantip
1392,"ขออนุญาตแชร์ประสบการณ์(เผลอตอบรับ)การทำกรมธรรม์ประกันภัยของFWD10/20ผ่านตัวแทนSCBProtectที่โทรมาเสนอขายทางโทรศัพท์และขั้นตอนที่เราทำเพื่อยกเลิกและขอคืนเงินโดยที่ได้เงินคืนครบทุกบาทไม่เสียค่าธรรมเนียมใดๆกระทู้นี้เราเขียนมาเรื่อยๆระหว่างช่วงดำเนินการเพราะอยากเอามาลงทีเดียว ซึ่งตอนนี้เรื่องจบแล้วนะคะ กรมธรรม์ของเราถูกยกเลิกแล้วและได้เงินคืนครบเรียบร้อย ทั้งนี้ที่นำมาลงเพราะอยากให้เป็นอุทาหรณ์และเคสตัวอย่างให้กับคนที่อาจกำลังประสบแบบเดียวกันค่ะ หมายเหตุ : เนื้อหาจะค่อนข้างยืดยาว หากต้องการอ่านวิธียกเลิกโดยสรุป ให้เลื่อนไปที่คอมเม้นท์ล่างสุดตอนท้ายเรื่องได้เลยค่ะ___⏰ 24 พ.ค. เวลาราวๆ 4 โมงเย็น-เราได้รับสายเข้าจากเบอร์020555499โดยแอพWhoscallขึ้นเครื่องหมายเตือนสีแดง(ซึ่งปกติจะเป็นพวกเบอร์โทรรบกวน/มิจฉาชีพ/ขายตรง)แต่แอพระบุชื่อว่าเป็นSCBเราเลยคิดว่าอาจเป็นแค่Callcenterของธนาคาร- ปลายสายมีการระบุชื่อนามสกุลตัวเองและเลขประจำตัวตัวแทนอะไรซักอย่างที่คิดว่าน่าจะสามารถนำไปตรวจสอบได้ทำให้เรารู้สึกว่าน่าเชื่อถือเลยยอมฟังถ้าใครมีสติทันก็จำหรือจดข้อมูลส่วนนี้ไว้ด้วยเลยจะดีมากค่ะ-ในส่วนของเนื้อหาตอนนั้นเราเพิ่งตื่นเลยงงๆเบลอๆจับใจความไม่ค่อยได้เพราะปลายสายก็พูดเรื่อยๆเร็วๆแต่โดยรวมแล้วคือพูดเชิงว่าเป็น""แผนออมเงิน""ที่มีความคุ้มครองกรณีเจ็บป่วยหรือเสียชีวิตเป็นสิทธิพิเศษเพิ่มเติม(มีถามเกริ่นๆว่ารู้หรือยังว่ามีแผนนี้เออมันคุ้มนะคนทำกันเยอะนะเลยมานำเสนอได้ดอกเบี้ยสูงกว่าออมธรรมดาที่ได้ปีละไม่ถึงร้อยฯลฯ)-ทีแรกเรานึกว่าเป็นแนวๆเปิดบัญชีออมทรัพย์ใหม่เพื่อออมโดยเฉพาะแต่เขาบอกว่าไม่ต้องสามารถทำได้เลยโดยใช้บัญชีที่มีอยู่เราก็เลยคิดว่าสะดวกดีน่าจะทำได้- ที่เราเจอคือแบบ 10/20 คือส่งเงิน 10 ปี คุ้มครอง 20 ปี มีตั้งแต่ 1000, 2000, 3000, ... ซึ่งเลือกได้ ถ้ายิ่งออมมากก็จะได้ดอกเบี้ยคุ้มขึ้นด้วย แต่เราเพิ่งเรียนจบไม่นาน มีรายได้น้อย เลยเลือกแบบ 1000 ไป แต่พอแจ้งราคาจริงๆกลายเป็น 1215 บาทซะงั้น (ตรงนี้ก็มีชะงักนิดนึงแต่ยังอยู่ในวงเงินที่รับได้เลยไม่ได้อะไร)-ปลายสายรู้ชื่อจริงนามสกุลเบอร์โทรที่อยู่บ้านและอีเมลของเราอยู่แล้วแต่ก็ยังมีการสอบถามข้อมูลส่วนตัวเพิ่มเติมถามเลขบัตรประชาชนถามวันหมดอายุบัตรแล้วในขั้นตอนที่ให้บอกว่าใครเป็นผู้รับผลประโยชน์(กรณีที่เราเสียชีวิต)ก็ทำท่าจะถามเลขบัตรประชาชนแม่เราด้วยแต่เราไม่รู้เลยไม่ได้ให้ข้อมูลส่วนนี้ไป-มาถึงช่วงการโอนเขาก็จะบอกให้เราทำเรื่องหักบัญชีอัตโนมัติ(เราใช้แอพKTBทำเพราะตอนนั้นแอพSCBเข้าไม่ได้)โดยที่เซลล์ตัวแทนออกหมายเลขกรมธรรม์ให้เรากรอกเลยเสร็จสรรพจากนั้นก็ให้แอดไลน์ของSCBProtectเพื่อส่งสลิปโอนเงินไปยืนยันเป็นอันเสร็จ-เขาบอกว่าจะส่งSMSมายืนยันอีกทีและจะส่งเล่มกรมธรรม์มาให้ตามที่อยู่นี้ๆๆๆมีการให้เราพูดคำว่า""ตกลง""เพื่อเป็นการยืนยันในรูปแบบไฟล์เสียง[ทั้งนี้ทั้งนั้นไม่มีการแจ้งล่วงหน้า,ขออนุญาต,หรือกล่าวถึงมาก่อนว่าบทสนทนาและคำพูดของเราจะถูกบันทึกไว้เป็นไฟล์เสียงหลักฐาน]แต่ก็นั่นแหละค่ะเราไม่คุ้นกับศัพท์กรมธรรม์ไม่รู้ว่ามันคือประกันภัยก็เลยหลงทำไปแล้วแต่พอหลังจากทำเสร็จรู้สึกแปลกๆเลยรีบเสิร์ชหาข้อมูลดูน่านไง ชัดเลย โดนเล่นซะแล้ว 😂หลังจากนั้นเราก็เลยรีบหาวิธียกเลิกกรมธรรม์ต่อในทันที❗ อันดับแรกสุด : เราติดต่อไปทางเพจเฟสบุ๊คของ FWD ก่อนเลยค่ะ (เพราะเห็นแอดมินในพันทิปให้ติดต่อทางนี้เป็นหลัก) เราไปแจ้งว่าจะขอยกเลิกกรมธรรม์ แต่ตอนนั้นเลยเวลาทำการไปแล้ว แอดมินเลยแจ้งว่าจะส่งเรื่องให้คนโทรมาพรุ่งนี้ในคืนเดียวกัน เราหาข้อมูล+หาอ่านตามกระทู้พันทิปของคนอื่นๆ และตามเว็บไซต์อีกหลายที่ว่าเราต้องทำยังไงเพื่อขอยกเลิกและให้ได้เงินคืนเร็วที่สุด พบว่าส่วนใหญ่ก็จะเป็นแพทเทิร์นเดิมซ้ำๆ คือ1.แจ้งแอดมินเพจFBและแอดมินจะส่งเรื่องต่อ2.มีเจ้าหน้าที่FWDโทรมายืนยันเรื่องที่เราจะยกเลิกกรมธรรม์และบอกว่าจะส่งเรื่องให้เซลล์คนเดิม(ที่เราทำประกันด้วย)ให้ติดต่อกลับมาภายใน3วัน3.เซลล์คนเดิมจะโทรมาหาเราโน้มน้าวให้เราไม่ยกเลิกจนกว่าจะโดนปฏิเสธสุดๆจึงต้องยอมทำเรื่องยกเลิกให้ที่เหลือก็ขึ้นกับดวงว่าผู้ที่รับเรื่องไปจะจัดการให้เสร็จสรรพหรือเอาคำขอไปดอง ยื้อเวลารอหมดช่วงขอยกเลิกฟรี ซึ่งถือว่าโชคดีที่เรารู้ตัวไวและได้หมายเลขกรมธรรม์มาแล้ว เลยจัดการอะไรได้ไวขึ้น ตามนี้ค่ะ📌📌📌 ข้อมูลที่ควรทราบก่อนเริ่มดำเนินการ 📌📌📌-(อิงตามหน้าFAQจากเว็บไซต์FWDโดยตรง)หากเป็นการเสนอขายทางโทรศัพท์ผู้เอาประกันมีสิทธิ์ขอยกเลิกภายใน15วันหลังตกลงทำประกันหรือภายใน30วันหลังจากได้รับหนังสือกรมธรรม์แล้วเรียกว่าFreelookperiodซึ่งสิทธิ์นี้จะคืนเงินให้เราครบเต็มจำนวนไม่มีการหักค่าธรรมเนียมทำเล่ม500บาท-การขอยกเลิกกรมธรรม์ไม่สามารถยกเลิกปากเปล่าได้หรือหากCallcenterแจ้งว่าจะจัดการให้เราก็ไม่ควรรอเฉยๆค่ะเพราะนอกจากจะช้าจนเสี่ยงจะเกินระยะเวลาFreelookperiodแล้วยังไม่มีหลักฐานเป็นลายลักษณ์อักษรใดๆว่าเราทำการขอยกเลิกภายในระยะเวลาที่กำหนดด้วยซึ่งมันจะทำให้เราเสียเปรียบมากในกรณีมีข้อโต้แย้งหรือมีคดีความกันในภายหลัง- ถ้าอย่างนั้นแล้วต้องทำยังไงล่ะ? เราขออนุญาตแปะภาพอินโฟกราฟิกจากเพจศูนย์ต่อต้านข่าวปลอมประกอบค่ะจะเริ่มเข้าขั้นตอนดำเนินการแล้วนะคะ(หมายเหตุ:อาจไม่ถูกต้องหรือไม่จำเป็นต้องทำทั้งหมดแต่เป็นวิธีที่เราใช้ค่ะ)🚩🚩🚩# 1. สิ่งแรกที่เราทำคือ หาแบบฟอร์มการยกเลิกกรมธรรม์FWDซึ่งมีอยู่แล้วในเว็บไซต์โหลดแล้วปริ้นท์ออกมาเลยค่ะ🚩🚩🚩ลิ้งค์ : https://www.fwd.co.th/files/v3/assets/blt331c1aa12dcfd37a/blt619066a548a358ae/63f3b07742666464dee520af/ใบคำขอเวนคืนและเปลี่ยนสถานะกรมธรรม์_POS_V3-2023_02.pdf(ฟอร์มนี้จะใช้ได้เฉพาะกับกรมธรรม์ประเภทยูนิตลิงค์ (Unit Linked) หรือประกันควบการลงทุนเท่านั้นค่ะ ต้องอ่านเงื่อนไขดีๆ)ในแบบฟอร์มแจ้งว่า เอกสารที่ต้องใช้ ได้แก่1.สำเนาบัตรประจำตัวประชาชน พร้อมรับรองสำเนาถูกต้อง2.เล่มกรมธรรม์ประกันภัย / บัตรแคร์การ์ด (ถ้ามี) หากเล่มกรมธรรม์สูญหายใช้สำเนาใบแจ้งความแทน (กรณีเวนคืน)3.สำเนาหน้าบัญชีธนาคารประเภทออมทรัพย์หรือกระแสรายวัน (กรณีประสงค์ให้โอนเงินคืนเข้าบัญชีธนาคาร)4.กรณีขอใช้สิทธิเวนคืนกรมธรรม์แบบประกันคุ้มครองสินเชื่อ ต้องแนบเอกสารใบปิดสินเชื่อเตรียมให้พร้อมเลยค่ะ ของเรายังไม่ได้เล่มกรมธรรม์เลยใช้แค่สำเนาบัตรปชชกับสำเนาหน้าบัญชีธนาคารสำคัญ!!อย่าลืมเซ็นสำเนาถูกต้องและเขียนกำกับจุดประสงค์ให้ชัดเจนอย่างของเราจะเขียนทับไปเลยว่า""ใช้สำหรับยกเลิกกรมธรรม์หมายเลขXXXXXของบริษัทFWDจำกัด(มหาชน)เท่านั้น(วัน/เดือน/ปี)""ตามด้วย""รับรองสำเนาถูกต้อง""และ""ชื่อนามสกุลเรา""🚩🚩🚩# 2. เมื่อจัดการเอกสารยกเลิกครบแล้ว ให้ถ่ายเอกสารและทำสำเนาเอกสารทั้งหมดออกมา🚩🚩🚩มีกี่ใบก็ซีร็อกซ์ออกมาทุกใบเลยค่ะ อย่าลืมระบุสำเนาถูกต้อง+ลงชื่อด้วยนะคะเป็นฉบับ copy ที่จะส่งไปให้ธนาคารที่เราใช้ เพื่อทำเรื่อง ""ขอปฏิเสธการชำระหนี้และขอเงินคืน"" หลักๆมันคือการแจ้งให้ทางธนาคารทราบว่าเราทำเรื่องขอยกเลิกกรมธรรม์นี้ไปแล้ว ดังนั้นห้ามตัดเงินเราอีกในภายภาคหน้า และเงินที่ชำระไปแล้วก็ขอให้โอนคืนด้วย (สำหรับคนที่โอนเงินไปแล้ว)ขั้นตอนนี้อาจไม่สะดวกเท่าขั้นตอนแรก เพราะตัวอย่างแบบฟอร์มหาค่อนข้างยาก เลยต้องพิมพ์เอกสารคำร้องขึ้นมาเองซึ่งทีแรกเราว่าจะแชร์ให้ดูตัวอย่างการเขียนใบปฏิเสธชำระหนี้ด้วย แต่เนื่องจากไม่ใช่สิ่งที่จำเป็นต้องทำขนาดนั้นเลยขอละไว้ค่ะเราจัดการทั้งหมดนี่เสร็จในคืนเดียวและเตรียมตัวจะนำไปส่งไปรษณีย์ในวันถัดไปแต่ก็คิดว่าจะรอรับสายจากทางFWDก่อนดูว่าเขาจะว่ายังไง___⏰ 25 พ.ค. เวลาราวๆ 10 โมงเช้า-เบอร์1351(CallcenterของFWD)โทรมาหาเราแล้วก็ตรงตามคาดเขาจะแจ้งแพทเทิร์นเดิมตามที่เราหาข้อมูลมาคือมาถามเรื่องที่เราขอยกเลิกและจะให้เซลล์ที่ขายประกันติดต่อกลับอีกทีภายใน3วันซึ่งจุดนั้นบอกตรงๆว่าเราร้อนใจค่ะ555555แต่ก็ยังคุยไปเรื่อยๆแล้วก็ลองถามเกี่ยวกับการยื่นเรื่องเองเรา:คือถ้าเราจะยื่นเรื่องส่งเอกสารขอยกเลิกเองสามารถทำได้มั้ยคะ?พนักงาน:แนะนำให้รอตัวแทนติดต่อมาก่อนดีกว่านะคะคุณลูกค้าเผื่อว่ากรมธรรม์จะยังไม่เข้าระบบจะได้ยกเลิกให้ทันค่ะเรา:อ๋อโอเคค่าพอวางสายเท่านั้นแหละเราเรียกวินไปไปรษณีย์เลยทันที 😂😂😂เรารอไม่ได้และขออนุญาตไม่รอ เพราะรู้สึกว่ายังไงก็ต้องยื่นเอกสารทางนี้อยู่แล้ว ก็ขอส่งไปเลยเร็วๆ และเราไม่ค่อยเชื่อด้วยว่ากรมธรรม์จะยังไม่เข้าระบบ เพราะเราจ่ายเงินไปแล้ว + ในกระทู้ที่อ่านๆมาก็ไม่เห็นมีใครได้ยกเลิกในเวลาไม่กี่วันซักคน สุดท้ายก็ต้องทำเรื่องยืดยาว เพราะงั้นเราขอส่งเอกสารเป็นลายลักษณ์อักษรไปเลยแล้วกันค่ะ(เห็นมีบางคนยื่นเรื่องส่งไปทางอีเมลด้วยทีแรกเราก็สนใจค่ะแต่รู้สึกว่ามันไม่ค่อยชัวร์และไม่ค่อยแตกต่างจากการโทรขอยกเลิกเท่าไหร่เพราะเขาดองอีเมลได้เราเลยขอส่งเอกสารทางไปรษณีย์+ติดต่อทางโทรศัพท์อย่างเดียว)🚩🚩🚩#3.เรานำเอกสารทั้งหมดไปส่งไปรษณีย์🚩🚩🚩ส่งแยกเป็น 2 ฉบับ คือ(ฉบับ1)เอกสารขอยกเลิกกรมธรรม์พร้อมเอกสารที่จำเป็นคือสำเนาบัตรปชชและสำเนาหน้าบชธนาคาร>>ส่งให้""สำนักงานใหญ่FWD""(ฉบับ2)เอกสารคำขอปฏิเสธการชำระหนี้และขอเงินคืนแนบไปพร้อมสำเนาเอกสารที่อยู่ในฉบับ1ทั้งหมดเพื่อเป็นหลักฐานยืนยัน>>>>ส่งให้""สำนักงานธนาคารที่เราใช้ชำระเงิน""(ที่อยู่ของสำนักงานFWDและสำนักงานธนาคารให้ลองเสิร์ชหาในอินเทอร์เน็ตเอาได้เลยค่ะ)สำคัญ!!การส่งไปรษณีย์ ควรส่งแบบ ""ไปรษณีย์ตอบรับ"" ซึ่งเป็นการส่งแบบที่ถ้าไปรษณีย์ได้นำจ่ายสิ่งของนั้นสำเร็จแล้ว ไปรฯจะส่งใบตอบรับคืนกลับมาให้เรา(ผู้ส่ง) โดยที่ใบตอบรับจะมีการลงลายมือชื่อผู้รับ เป็นการยืนยันว่าผู้รับ ""ได้รับสิ่งของนั้นแล้วจริง""ไปรษณีย์ตอบรับสำคัญยังไง?สำคัญตรงที่ว่าทางบริษัทจะไม่สามารถอ้างได้ว่า""ไม่ได้รับเอกสารจากเรา""เพราะถ้ามีใบตอบรับกลับมาแสดงว่าเอกสารไปถึงมือบริษัทเรียบร้อยแล้วค่ะ(เราไม่แน่ใจว่าบริการตอบรับมีในไปรษณีย์เอกชนเจ้าอื่นๆรึเปล่าแต่ไปรษณีย์ไทยมีแน่นอนค่ะ)มาต่อกันที่การส่ง ไปรษณีย์แบบตอบรับจะใช้ได้ทั้งแบบลงทะเบียน(กระดาษสีเหลือง) และแบบEMS(กระดาษสีฟ้า)ซึ่งเราเลือกแบบEMSไปเพราะกะให้เอกสารถึงบริษัทให้ไวที่สุดไปเลยโดยที่เราต้องเซ็นใบตอบรับเพิ่ม1ใบต่อจดหมาย1ฉบับ(รวม2ฉบับ)เขียนจ่าหน้าซองให้เรียบร้อยเช็คความถูกต้องจากนั้นก็ส่งเลยค่ะ___⏰ 25 พ.ค. เวลาราวๆเที่ยงครึ่งมีSMSจากFWDLifeส่งมาว่า""FWDขอขอบคุณที่ชำระเบี้ยประกันจำนวน1,215บาทวันที่24/05/66และจะแจ้งผลพิจารณาให้ทราบต่อไป""ตรงนี้ยังทำอะไรไม่ได้ค่ะแต่ก็เป็นการยืนยันแล้วว่ากรมธรรม์ของเราได้รับการเข้าระบบไปแล้วไม่มีทางที่จะ""ยกเลิกทันก่อนเข้าระบบ""ตามที่ทางCallcenterกล่าวอ้าง___(มีต่อ)   แก้ไขข้อความเมื่อ",pantip
1393,"ทำประกันสุขภาพ อาชีพขั้น 1,2",pantip
1394,"ถ้าเราทำประกันสุขภาพที่ระบุว่าอาชีพขั้น 1,2และซื้อประกันเราเป็นพนักงานบริษัทซึ่งอยู่ในอาชีพขั้น 1,2แล้วต่อมาเราตกงาน หรือ เปลี่ยนงาน เป็นอาชีพขั้น 3 ตัวนี้จะมีผลกับประกันเราหรือไม่ จะยังได้รับความคุ้มครองหรือไม่?",pantip
1395,มารีวิวตารางกรมธรรม์ประกันเดินทาง หัวข้อที่1,pantip
1396,หลังจากเจ้าของกระทู้โดนปฎิเสธความคุ้มครองจากบริษัทประกันภัย เจ้าของโพสมีแรงบันดาลใจให้รีวิวกรมธรรม์ความคุ้มครองของ4บริษัทอันนี้ขอรีวิวในหัวข้อ กรณีมารักษาต่อที่ไทยก่อนนะคะแล้วหัวข้ออื่นๆจะตามมาทีหลังรีวิวกรมธรรม์การคุ้มครองแบบหมัดต่อหมัดรีวิวอย่างเป็นธรรมนะคะ 1. AIG ถ้ารักษาจากตทป.มาก่อน มีกำหนดเวลาไม่เกิน7วัน นับจากกลับไทย ถ้าไม่เคยต้องรักษาภายใน2วัน และรักษาต่อเนื่องไม่เกิน5วัน2. MSIG เจ็บป่วยที่ตปท. ต้องเข้ารักษาในไทย ภายใน7วัน หลังจากลงเครื่อง และรักษาต่อเนื่องไม่เกิน 21 วัน3. AXA ต้องรักษาต่างประเทศก่อน และต้องเข้าโรงพยาบาลในไทยภายใน 12 ชั่วโมงหลังจากลงเครื่อง และค่ารักษาในไทย ไม่เกินร้อยละ10 จากเงินเอาประกันภัย หรือ ไม่เกิน7 วัน ดูว่าอย่างไหน น้อยกว่า4. CHUBB ถ้าไม่เคยรักษาที่ตปท.มาก่อน ต้องเข้าภายใน3 วัน แต่ถ้าเคยเข้ารักษาที่ตปท มาแล้ว ต้องเข้ารักษาภายใน21 วัน,pantip
1397,"ประกันกลุ่มที่ทำงาน OPD 4,000 บาท 31 ครั้ง/ต่อปี ทำฟัน 5,000 บาท/ต่อปี ประกันชีวิต กับอบุติเหตุ 2 ล้าน ควรทำเพิ่มไหมครับ",pantip
1398,"พอดี พึ่งได้งานที่ใหม่ ประกันกลุ่มให้ รายละเอียด ประมาณนี้ครับ OPD 4,000 บาท 31 ครั้ง/ต่อปี ทำฟัน 5,000 บาท/ต่อปี ประกันชีวิต กับอบุติเหตุ 2 ล้าน ค่าห้องและอาหาร 4,000 บาทต่อคืน บาล ๆ ควรทำเพิ่มไหมครับ     แก้ไขข้อความเมื่อ",pantip
